clip_name;video_name;dataset;source;url;fps;activity_label;action_id;start_time;end_time;duration;start_frame;end_frame;total_frames
skate_clip_26;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;249500;262766;13.27;7485;7883;399
skate_clip_27;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;262800;266300;3.5;7884;7989;106
skate_clip_28;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;266333;277700;11.37;7990;8331;342
skate_clip_29;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;282000;290100;8.1;8460;8703;244
skate_clip_30;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;290133;301300;11.17;8704;9039;336
skate_clip_31;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;301333;312133;10.8;9040;9364;325
skate_clip_32;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;312166;333866;21.7;9365;10016;652
skate_clip_33;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;333900;342000;8.1;10017;10260;244
skate_clip_34;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;342033;350400;8.37;10261;10512;252
skate_clip_35;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;350433;352700;2.27;10513;10581;69
skate_clip_36;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;355233;371233;16;10657;11137;481
skate_clip_37;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;371266;378133;6.87;11138;11344;207
skate_clip_38;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;378166;388500;10.33;11345;11655;311
skate_clip_39;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;388533;398000;9.47;11656;11940;285
skate_clip_40;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;398033;405500;7.47;11941;12165;225
skate_clip_41;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;405533;418633;13.1;12166;12559;394
skate_clip_42;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;418666;425866;7.2;12560;12776;217
skate_clip_43;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;425900;432166;6.27;12777;12965;189
skate_clip_44;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;432200;451366;19.17;12966;13541;576
skate_clip_45;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;451400;462166;10.77;13542;13865;324
skate_clip_46;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;462200;471900;9.7;13866;14157;292
skate_clip_47;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;471933;476766;4.83;14158;14303;146
skate_clip_48;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;476800;501766;24.97;14304;15053;750
skate_clip_49;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;501800;517733;15.93;15054;15532;479
skate_clip_50;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;517766;550433;32.67;15533;16513;981
skate_clip_51;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;550466;556533;6.07;16514;16696;183
skate_clip_52;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;556566;567566;11;16697;17027;331
skate_clip_53;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;567600;577133;9.53;17028;17314;287
skate_clip_54;Skate POV | October 19th | 2016 (RAW FOOTAGE);FPVSum;YouTube;https://www.youtube.com/watch?v=22mZXZIMBSk;30;skate;23;577166;590000;12.83;17315;17700;386
skate_clip_55;Pov skateboarding;FPVSum;YouTube;https://www.youtube.com/watch?v=3h8GZNyLpoU;23.97;skate;23;0;45000;45;0;1079;1080
skate_clip_56;Pov skateboarding;FPVSum;YouTube;https://www.youtube.com/watch?v=3h8GZNyLpoU;23.97;skate;23;49000;55000;6;1175;1318;144
skate_clip_57;Pov skateboarding;FPVSum;YouTube;https://www.youtube.com/watch?v=3h8GZNyLpoU;23.97;skate;23;57974;63813;5.84;1390;1530;141
skate_clip_58;Pov skateboarding;FPVSum;YouTube;https://www.youtube.com/watch?v=3h8GZNyLpoU;23.97;skate;23;64898;71529;6.63;1556;1715;160
skate_clip_59;Pov skateboarding;FPVSum;YouTube;https://www.youtube.com/watch?v=3h8GZNyLpoU;23.97;skate;23;72572;79329;6.76;1740;1902;163
skate_clip_60;Pov skateboarding;FPVSum;YouTube;https://www.youtube.com/watch?v=3h8GZNyLpoU;23.97;skate;23;80246;108483;28.24;1923;2600;678
skate_clip_61;Pov skateboarding;FPVSum;YouTube;https://www.youtube.com/watch?v=3h8GZNyLpoU;23.97;skate;23;109359;136386;27.03;2621;3269;649
skate_clip_62;Skate;FPVSum;YouTube;https://www.youtube.com/watch?v=4saw4Dcz2fw;29.97;skate;23;2001;8842;6.84;60;265;206
skate_clip_63;Skate;FPVSum;YouTube;https://www.youtube.com/watch?v=4saw4Dcz2fw;29.97;skate;23;11678;19686;8.01;350;590;241
skate_clip_64;Skate;FPVSum;YouTube;https://www.youtube.com/watch?v=4saw4Dcz2fw;29.97;skate;23;26693;34367;7.67;800;1030;231
skate_clip_65;Skate;FPVSum;YouTube;https://www.youtube.com/watch?v=4saw4Dcz2fw;29.97;skate;23;37537;45545;8.01;1125;1365;241
skate_clip_66;Skate;FPVSum;YouTube;https://www.youtube.com/watch?v=4saw4Dcz2fw;29.97;skate;23;48715;62000;13.29;1460;1858;399
skate_clip_67;Skate;FPVSum;YouTube;https://www.youtube.com/watch?v=tndarg6LKg4;29.97;skate;23;800;7607;6.81;24;228;205
skate_clip_68;Skate;FPVSum;YouTube;https://www.youtube.com/watch?v=tndarg6LKg4;29.97;skate;23;11211;22322;11.11;336;669;334
skate_clip_69;Skate;FPVSum;YouTube;https://www.youtube.com/watch?v=tndarg6LKg4;29.97;skate;23;22355;30130;7.78;670;903;234
skate_clip_70;Skate;FPVSum;YouTube;https://www.youtube.com/watch?v=tndarg6LKg4;29.97;skate;23;30163;34000;3.84;904;1019;116
skate_clip_71;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;17800;52000;34.2;445;1300;856
skate_clip_72;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;73200;91000;17.8;1830;2275;446
skate_clip_73;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;91200;102000;10.8;2280;2550;271
skate_clip_74;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;109000;146000;37;2725;3650;926
skate_clip_75;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;166000;180000;14;4150;4500;351
skate_clip_76;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;192000;198000;6;4800;4950;151
skate_clip_77;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;207000;246000;39;5175;6150;976
skate_clip_78;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;276000;280000;4;6900;7000;101
skate_clip_79;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;299700;305000;5.3;7493;7625;133
skate_clip_80;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;309500;314000;4.5;7738;7850;113
skate_clip_81;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;322000;329800;7.8;8050;8245;196
skate_clip_82;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;335000;363000;28;8375;9075;701
skate_clip_83;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;370000;376400;6.4;9250;9410;161
skate_clip_84;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;378400;381000;2.6;9460;9525;66
skate_clip_85;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;384000;401250;17.25;9600;10031;432
skate_clip_86;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;432300;444200;11.9;10808;11105;298
skate_clip_87;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;444800;449000;4.2;11120;11225;106
skate_clip_88;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;449200;457400;8.2;11230;11435;206
skate_clip_89;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;457700;463000;5.3;11443;11575;133
skate_clip_90;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;473000;482000;9;11825;12050;226
skate_clip_91;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;488700;491700;3;12218;12293;76
skate_clip_92;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;501400;505700;4.3;12535;12643;109
skate_clip_93;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;512000;517600;5.6;12800;12940;141
skate_clip_94;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;521300;535400;14.1;13033;13385;353
skate_clip_95;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;542800;551200;8.4;13570;13780;211
skate_clip_96;INSANE POV SKATE SESSION!;EOAD;YouTube;https://www.youtube.com/watch?v=UEldTF0orIQ;25;skate;23;554400;569000;14.6;13860;14225;366
skate_clip_97;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;0;16700;16.7;0;500;501
skate_clip_98;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;16900;30500;13.6;506;914;409
skate_clip_99;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;31000;60200;29.2;929;1804;876
skate_clip_100;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;63000;70200;7.2;1888;2104;217
skate_clip_101;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;70500;84100;13.6;2113;2520;408
skate_clip_102;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;84500;93800;9.3;2532;2811;280
skate_clip_103;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;94000;97600;3.6;2817;2925;109
skate_clip_104;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;100100;132000;31.9;3000;3956;957
skate_clip_105;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;133000;147000;14;3986;4406;421
skate_clip_106;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;152500;170300;17.8;4570;5104;535
skate_clip_107;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;170700;180400;9.7;5116;5407;292
skate_clip_108;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;180500;198900;18.4;5410;5961;552
skate_clip_109;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;199000;209900;10.9;5964;6291;328
skate_clip_110;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;210000;215800;5.8;6294;6468;175
skate_clip_111;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;216000;231600;15.6;6474;6941;468
skate_clip_112;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;231800;234000;2.2;6947;7013;67
skate_clip_113;POV skating! raw footage;EOAD;YouTube;https://www.youtube.com/watch?v=vMlo4B2pRXU;29.97;skate;23;242500;247000;4.5;7268;7403;136
skate_clip_114;POV SKATEBOARDING WITH SONY ACTION CAM!;EOAD;YouTube;https://www.youtube.com/watch?v=Dr9uMAryVPY;29.97;skate;23;12000;16300;4.3;360;489;130
skate_clip_115;POV SKATEBOARDING WITH SONY ACTION CAM!;EOAD;YouTube;https://www.youtube.com/watch?v=Dr9uMAryVPY;29.97;skate;23;16700;21400;4.7;500;641;142
skate_clip_116;POV SKATEBOARDING WITH SONY ACTION CAM!;EOAD;YouTube;https://www.youtube.com/watch?v=Dr9uMAryVPY;29.97;skate;23;22000;26000;4;659;779;121
skate_clip_117;POV SKATEBOARDING WITH SONY ACTION CAM!;EOAD;YouTube;https://www.youtube.com/watch?v=Dr9uMAryVPY;29.97;skate;23;26500;30700;4.2;794;920;127
skate_clip_118;POV SKATEBOARDING WITH SONY ACTION CAM!;EOAD;YouTube;https://www.youtube.com/watch?v=Dr9uMAryVPY;29.97;skate;23;30900;35700;4.8;926;1070;145
skate_clip_119;POV SKATEBOARDING WITH SONY ACTION CAM!;EOAD;YouTube;https://www.youtube.com/watch?v=Dr9uMAryVPY;29.97;skate;23;36000;38800;2.8;1079;1163;85
skate_clip_120;POV SKATEBOARDING WITH SONY ACTION CAM!;EOAD;YouTube;https://www.youtube.com/watch?v=Dr9uMAryVPY;29.97;skate;23;39000;43600;4.6;1169;1307;139
skate_clip_121;Go Pro Head-Cam Skate Test (First Person View);EOAD;YouTube;https://www.youtube.com/watch?v=6-pAb5q-CJ4;29.97;skate;23;16000;34600;18.6;480;1037;558
skate_clip_122;Go Pro Head-Cam Skate Test (First Person View);EOAD;YouTube;https://www.youtube.com/watch?v=6-pAb5q-CJ4;29.97;skate;23;52000;57000;5;1558;1708;151
skate_clip_123;Go Pro Head-Cam Skate Test (First Person View);EOAD;YouTube;https://www.youtube.com/watch?v=6-pAb5q-CJ4;29.97;skate;23;71000;94000;23;2128;2817;690
skate_clip_124;Go Pro Head-Cam Skate Test (First Person View);EOAD;YouTube;https://www.youtube.com/watch?v=6-pAb5q-CJ4;29.97;skate;23;105000;125000;20;3147;3746;600
skate_clip_125;Go Pro Head-Cam Skate Test (First Person View);EOAD;YouTube;https://www.youtube.com/watch?v=6-pAb5q-CJ4;29.97;skate;23;126000;139000;13;3776;4166;391
skate_clip_126;Silly Skate Spots | First Person Friday;EOAD;YouTube;https://www.youtube.com/watch?v=VrD0fktk6Xs;30;skate;23;43000;50000;7;1290;1500;211
skate_clip_127;Silly Skate Spots | First Person Friday;EOAD;YouTube;https://www.youtube.com/watch?v=VrD0fktk6Xs;30;skate;23;51000;54000;3;1530;1620;91
skate_clip_128;Silly Skate Spots | First Person Friday;EOAD;YouTube;https://www.youtube.com/watch?v=VrD0fktk6Xs;30;skate;23;55000;62000;7;1650;1860;211
skate_clip_129;Silly Skate Spots | First Person Friday;EOAD;YouTube;https://www.youtube.com/watch?v=VrD0fktk6Xs;30;skate;23;93000;115000;22;2790;3450;661
skate_clip_130;Silly Skate Spots | First Person Friday;EOAD;YouTube;https://www.youtube.com/watch?v=VrD0fktk6Xs;30;skate;23;136000;152000;16;4080;4560;481
skate_clip_131;Silly Skate Spots | First Person Friday;EOAD;YouTube;https://www.youtube.com/watch?v=VrD0fktk6Xs;30;skate;23;175000;192000;17;5250;5760;511
ski_clip_1;Aspen Mountain Colorado Skiing St Patties Day Movie March 17 2013 Helmet Cam;HUJI;YouTube;https://www.youtube.com/watch?v=cuMW-VUR1y0;29.97;ski;24;33;384350;384.32;1;11519;11519
ski_clip_2;Aspen Mountain Colorado Skiing St Patties Day Movie March 17 2013 Helmet Cam;HUJI;YouTube;https://www.youtube.com/watch?v=cuMW-VUR1y0;29.97;ski;24;400123;957150;557.03;11992;28686;16695
ski_clip_3;Aspen Mountain Colorado Skiing St Patties Day Movie March 17 2013 Helmet Cam;HUJI;YouTube;https://www.youtube.com/watch?v=cuMW-VUR1y0;29.97;ski;24;1050765;1155955;105.19;31491;34644;3154
ski_clip_4;Aspen Mountain Colorado Skiing St Patties Day Movie March 17 2013 Helmet Cam;HUJI;YouTube;https://www.youtube.com/watch?v=cuMW-VUR1y0;29.97;ski;24;1170588;1463450;292.86;35083;43860;8778
ski_clip_5;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;13000;232000;219;390;6953;6564
ski_clip_6;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;245000;560000;315;7343;16783;9441
ski_clip_7;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;566000;866000;300;16963;25954;8992
ski_clip_8;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;868000;1036000;168;26014;31049;5036
ski_clip_9;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;1039000;1176000;137;31139;35245;4107
ski_clip_10;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;1183000;1518000;335;35455;45494;10040
ski_clip_11;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;1520000;1796000;276;45554;53826;8273
ski_clip_12;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;1799000;1959000;160;53916;58711;4796
ski_clip_13;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;1962000;2118000;156;58801;63476;4676
ski_clip_14;Aspen Skiing May 3 2014 Long Version;HUJI;YouTube;https://www.youtube.com/watch?v=GZCE4lhuMrc;29.97;ski;24;2120000;2282000;162;63536;68392;4857
ski_clip_15;the Best Ski Resort in Austria - POV beautiful skiing route in Badgastein Salzburg - GoPro3;HUJI;YouTube;https://www.youtube.com/watch?v=VZmsB0TPL4I;29.97;ski;24;21020;1015978;994.96;630;30449;29820
ski_clip_16;the Best Ski Resort in Austria - POV beautiful skiing route in Badgastein Salzburg - GoPro3;HUJI;YouTube;https://www.youtube.com/watch?v=VZmsB0TPL4I;29.97;ski;24;1490130;2784116;1293.99;44659;83440;38782
ski_clip_17;Val Thorens, Orelle skiing;HUJI;YouTube;https://www.youtube.com/watch?v=xNws9MIUpCg;25;ski;24;131061;460000;328.94;3277;11500;8224
ski_clip_18;Val Thorens, Orelle skiing;HUJI;YouTube;https://www.youtube.com/watch?v=xNws9MIUpCg;25;ski;24;545961;787841;241.88;13649;19696;6048
ski_clip_19;Val Thorens skiing holidays;HUJI;YouTube;https://www.youtube.com/watch?v=Vsc1p5Z7qa0;25;ski;24;0;598800;598.8;0;14970;14971
ski_clip_20;Val Thorens skiing holidays;HUJI;YouTube;https://www.youtube.com/watch?v=Vsc1p5Z7qa0;25;ski;24;659279;811439;152.16;16482;20286;3805
ski_clip_21;Val Thorens skiing holidays;HUJI;YouTube;https://www.youtube.com/watch?v=Vsc1p5Z7qa0;25;ski;24;889280;1634801;745.52;22232;40870;18639
ski_clip_22;Val Thorens skiing holidays;HUJI;YouTube;https://www.youtube.com/watch?v=Vsc1p5Z7qa0;25;ski;24;1845904;2659872;813.97;46148;66497;20350
ski_clip_23;Val Thorens - skiing holiday in France;HUJI;YouTube;https://www.youtube.com/watch?v=PxWj28M8X2w;25;ski;24;141319;400485;259.17;3533;10012;6480
ski_clip_24;Val Thorens - skiing holiday in France;HUJI;YouTube;https://www.youtube.com/watch?v=PxWj28M8X2w;25;ski;24;539600;821000;281.4;13490;20525;7036
ski_clip_25;Val Thorens - skiing holiday in France;HUJI;YouTube;https://www.youtube.com/watch?v=PxWj28M8X2w;25;ski;24;922744;1041691;118.95;23069;26042;2974
ski_clip_26;Val Thorens - skiing holiday in France;HUJI;YouTube;https://www.youtube.com/watch?v=PxWj28M8X2w;25;ski;24;1083814;1427356;343.54;27095;35684;8590
ski_clip_27;Val Thorens - skiing holiday in France;HUJI;YouTube;https://www.youtube.com/watch?v=PxWj28M8X2w;25;ski;24;1660463;1954242;293.78;41512;48856;7345
ski_clip_28;Val Thorens - skiing holiday in France;HUJI;YouTube;https://www.youtube.com/watch?v=PxWj28M8X2w;25;ski;24;2067283;2161374;94.09;51682;54034;2353
ski_clip_29;Val Thorens skiing trip;HUJI;YouTube;https://www.youtube.com/watch?v=hQlAMcAF-hU;25;ski;24;160232;706775;546.54;4006;17669;13664
ski_clip_30;Val Thorens skiing trip;HUJI;YouTube;https://www.youtube.com/watch?v=hQlAMcAF-hU;25;ski;24;781746;945102;163.36;19544;23628;4085
ski_clip_31;Val Thorens skiing trip;HUJI;YouTube;https://www.youtube.com/watch?v=hQlAMcAF-hU;25;ski;24;993647;1250900;257.25;24841;31273;6433
ski_clip_32;Val Thorens skiing trip;HUJI;YouTube;https://www.youtube.com/watch?v=hQlAMcAF-hU;25;ski;24;1314407;2024800;710.39;32860;50620;17761
ski_clip_33;GoPro RAW: SuperView Skiing;FPVSum;YouTube;https://www.youtube.com/watch?v=5SH1-SAkYe0;30;ski;24;15000;115000;100;450;3450;3001
ski_clip_34;Ski;FPVSum;YouTube;https://www.youtube.com/watch?v=nlLkTO3s4Zs;29.97;ski;24;15000;212000;197;450;6354;5905
ski_clip_35;Ski;FPVSum;YouTube;https://www.youtube.com/watch?v=nlLkTO3s4Zs;29.97;ski;24;223000;234000;11;6683;7013;331
ski_clip_36;Ski;FPVSum;YouTube;https://www.youtube.com/watch?v=nlLkTO3s4Zs;29.97;ski;24;243000;367000;124;7283;10999;3717
ski_clip_37;GoPro Line of the Winter: Brendan Trieb - Utah 2.23.15 - Snow;FPVSum;YouTube;https://www.youtube.com/watch?v=LUDTvrbuqMY;29.97;ski;24;7000;231000;224;210;6923;6714
ski_clip_38;GoPro Line of the Winter: L̩o Taillefer - France 3.15.15 - Snow;FPVSum;YouTube;https://www.youtube.com/watch?v=UYmcm5bKvxk;29.97;ski;24;33000;140000;107;989;4196;3208
soccer_clip_1;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;0;10000;10;0;300;301
soccer_clip_2;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;11500;37000;25.5;345;1109;765
soccer_clip_3;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;38500;53000;14.5;1154;1588;435
soccer_clip_4;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;54000;90000;36;1618;2697;1080
soccer_clip_5;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;92000;108000;16;2757;3237;481
soccer_clip_6;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;109500;125000;15.5;3282;3746;465
soccer_clip_7;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;145000;156000;11;4346;4675;330
soccer_clip_8;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;157000;165000;8;4705;4945;241
soccer_clip_9;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;166500;182000;15.5;4990;5455;466
soccer_clip_10;#GoPro Hero 7 | #Football in Al-Ahli, Qatar | Highlights #HyperSmooth;EOAD;YouTube;https://www.youtube.com/watch?v=gb1zg1zNaWE;29.97;soccer;25;201000;222000;21;6024;6653;630
